"","Gene","effect.size","p.value","q.value"
"CPA1__chr7","CPA1__chr7",69.7655194985389,1.20054394608056e-227,3.151094374032e-225
"CELA3A__chr1","CELA3A__chr1",69.4131925560406,8.44817340550412e-135,1.17392338983248e-132
"SERPINE1__chr7","SERPINE1__chr7",67.8830792727708,2.86427438277403e-113,3.04095827447548e-111
"IAPP__chr12","IAPP__chr12",67.4837158441519,3.75635938336609e-266,1.31458665975653e-263
"SERPINB4__chr18","SERPINB4__chr18",67.4648167205414,0.130848713250921,0.696557460004479
"ESM1__chr5","ESM1__chr5",66.0409493049976,3.16062720238861e-12,5.3761955779244e-11
"TYROBP__chr19","TYROBP__chr19",66.0000573954422,3.35742896940696e-33,1.16848421112068e-31
"FLT1__chr13","FLT1__chr13",65.7605378894789,5.19396724278078e-50,2.55613523317894e-48
"RBP4__chr10","RBP4__chr10",65.5887512157389,0,0
"CRCT1__chr1","CRCT1__chr1",63.3406802501245,0.0035779999903727,0.0285303982354697
"SFRP2__chr4","SFRP2__chr4",61.3562714477456,6.58142005763494e-81,5.11834058638622e-79
"CFTR__chr7","CFTR__chr7",60.7641092659163,0,0
"ALB__chr4","ALB__chr4",60.7610318273637,3.2742395761976e-158,5.33418788887777e-156
"CPB1__chr3","CPB1__chr3",58.5699093951223,7.95539912081773e-184,1.54990858335272e-181
"COL4A1__chr13","COL4A1__chr13",57.8923428014421,6.83233985450539e-268,2.48302997250852e-265
"CTRB1__chr16","CTRB1__chr16",57.5410593250544,5.29338537218898e-160,8.77494708452871e-158
"TIMP3__chr22","TIMP3__chr22",55.6766469564289,1.52744033530974e-15,3.07080504858334e-14
"PLA2G1B__chr12","PLA2G1B__chr12",52.6855843787254,0,0
"SOX18__chr20","SOX18__chr20",51.6708189532768,2.74590527629062e-41,1.13054723118388e-39
"PLA2G7__chr6","PLA2G7__chr6",51.5154659450943,7.15545073830163e-26,2.06448409240342e-24
"PLP1__chrX","PLP1__chrX",51.4367584470422,0.016989340648764,0.119317239405366
"MMP7__chr11","MMP7__chr11",48.585653823497,9.02072841045384e-124,1.07894762975162e-121
"CLPS__chr6","CLPS__chr6",48.0584557338161,2.74067318913515e-59,1.58874975240111e-57
"KRT13__chr17","KRT13__chr17",47.9342681698128,0.195935830315346,0.95163076877394
"CPA2__chr7","CPA2__chr7",47.1645967466006,6.73870042795437e-297,3.10604782164589e-294
"COL15A1__chr9","COL15A1__chr9",46.9998049557487,6.87531501728435e-168,1.22575191694943e-165
"PMP2__chr8","PMP2__chr8",46.276154667781,0.0109185858189174,0.0802564896172308
"FCER1A__chr1","FCER1A__chr1",46.0254697548418,0.000188112500700719,0.00178550981328086
"MADCAM1__chr19","MADCAM1__chr19",45.4330655893757,0.0158643580864164,0.112370554391716
"H19__chr11","H19__chr11",44.9592260286971,7.46741011368553e-09,1.04610167774966e-07
"CEACAM6__chr19","CEACAM6__chr19",44.1841992102686,1.27645742233384e-36,4.76729098167291e-35
"PLVAP__chr19","PLVAP__chr19",43.9092637683636,6.01849993018093e-31,2.0130550739922e-29
"OLR1__chr12","OLR1__chr12",43.033626343621,0.00188501120242941,0.0155967345461957
"PDGFRB__chr5","PDGFRB__chr5",42.6932100941567,1.13696030589609e-167,2.00806316456303e-165
"TM4SF20__chr2","TM4SF20__chr2",42.5974548241877,0.0510823139922003,0.317133235816229
"RGS1__chr1","RGS1__chr1",42.1797955214591,2.09257003097259e-24,5.73121571671305e-23
"C1QC__chr1","C1QC__chr1",42.121097510459,4.70129140904057e-16,9.67810512505977e-15
"MMP9__chr20","MMP9__chr20",41.6099403524615,1.94813261057939e-05,0.000206251036833218
"COL4A2__chr13","COL4A2__chr13",40.9864649048754,2.6382238435566e-243,7.55411427205039e-241
"ALDOB__chr9","ALDOB__chr9",40.8786336446055,1.59021500230889e-177,3.00518831136335e-175
"SOX10__chr22","SOX10__chr22",40.6472501299814,1.03239823257321e-06,1.22474964213236e-05
"PECAM1__chr17","PECAM1__chr17",39.5116038820421,2.28972498725346e-33,7.98362044448632e-32
"AMY2A__chr1","AMY2A__chr1",39.4615163882602,1.21926696863151e-35,4.4654471265888e-34
"TACSTD2__chr1","TACSTD2__chr1",39.4577764340275,0,0
"PNLIPRP2__chr10","PNLIPRP2__chr10",38.3861455205669,6.32161978195085e-182,1.21904051672762e-179
"CFB__chr6","CFB__chr6",38.3237949115601,0,0
"GDF15__chr19","GDF15__chr19",36.7754477019264,1.6960791099533e-225,4.39075383834213e-223
"DUOX2__chr15","DUOX2__chr15",36.2494814990898,6.28493036188187e-282,2.52707689316688e-279
"FYB__chr5","FYB__chr5",35.7896325966921,4.89421672391653e-13,8.66019734537215e-12
"IL11__chr19","IL11__chr19",35.530073438498,2.33860744384308e-37,8.98272428328183e-36
"MMP1__chr11","MMP1__chr11",35.3622867363818,0.000504921712908912,0.00452549267727516
"APLNR__chr11","APLNR__chr11",35.2104636046956,7.04986172236431e-08,9.19449874597934e-07
"SLCO2A1__chr3","SLCO2A1__chr3",34.6042566377288,2.91625263422824e-16,6.0296873393485e-15
"GSTA1__chr6","GSTA1__chr6",34.4866370879407,0,0
"COL5A1__chr9","COL5A1__chr9",34.3158052595638,1.26677835777661e-168,2.27995975288213e-166
"CEACAM7__chr19","CEACAM7__chr19",33.4529807871318,5.66494276628586e-80,4.28224353589081e-78
"HSPA6__chr1","HSPA6__chr1",33.2388631831421,7.4536310756951e-06,8.28093592407325e-05
"ACTA1__chr1","ACTA1__chr1",33.1161759894528,0.144276688243458,0.753812788063275
"GSTA2__chr6","GSTA2__chr6",32.9389975244925,0,0
"TGFBI__chr5","TGFBI__chr5",32.5851484468553,1.30871555426279e-22,3.39726738248052e-21
"CXCL1__chr4","CXCL1__chr4",32.2541202086489,6.3718555290705e-54,3.36355658626744e-52
"TSPAN8__chr12","TSPAN8__chr12",31.1658223009334,1.17072656486833e-73,8.22468052895231e-72
"CLEC10A__chr17","CLEC10A__chr17",31.1424641263994,0.00476735276657511,0.0373366898395095
"CCL3__chr17","CCL3__chr17",31.0826012805418,0.000143741885309587,0.00137960088805514
"HPGDS__chr4","HPGDS__chr4",30.831720219857,4.10639308597823e-05,0.000419700468030376
"AQP1__chr7","AQP1__chr7",30.7077082693513,1.27011850634545e-158,2.08719126373186e-156
"IL8__chr4","IL8__chr4",30.1024930923039,1.8966000065102e-74,1.34744161364773e-72
"CELA2A__chr1","CELA2A__chr1",30.0762410632154,8.94182177351548e-49,4.33288584297168e-47
"CRLF1__chr19","CRLF1__chr19",29.8595677428559,9.47884380637703e-37,3.56125626745354e-35
"ELTD1__chr1","ELTD1__chr1",29.6109756532331,1.23812506998167e-24,3.4107999376842e-23
"PXDN__chr2","PXDN__chr2",28.7326799590975,2.53156875674031e-166,4.3891363637503e-164
"CCL2__chr17","CCL2__chr17",28.1668664394611,1.08657463069956e-76,8.02112787928135e-75
"COL13A1__chr10","COL13A1__chr10",28.0161053543219,4.40296764309255e-24,1.19895219768246e-22
"COL5A3__chr19","COL5A3__chr19",26.8107622898711,9.23375467934191e-117,1.02646762311884e-114
"CXCL6__chr4","CXCL6__chr4",26.7446375771299,1.7928624132269e-25,5.12579635176429e-24
"BGN__chrX","BGN__chrX",26.5611510288551,3.61193134599761e-98,3.31350866877004e-96
"FGG__chr4","FGG__chr4",26.4915616843573,1.5153601513052e-08,2.07817678805266e-07
"PRG4__chr1","PRG4__chr1",26.4229325904209,2.02272464768258e-55,1.09843248252602e-53
"KRT7__chr12","KRT7__chr12",26.3022512647409,0,0
"ALDH1A3__chr15","ALDH1A3__chr15",26.2308888470702,6.33053721110046e-138,9.3730601231458e-136
"SRGN__chr10","SRGN__chr10",26.1592402718535,2.20847083092449e-28,6.88707619848366e-27
"CYP1A1__chr15","CYP1A1__chr15",25.8401108949817,1.36004702021549e-29,4.37111710680823e-28
"HCK__chr20","HCK__chr20",25.7829860226712,1.59659060903962e-24,4.3919023769477e-23
"LUM__chr12","LUM__chr12",25.6790263798605,5.47166715284486e-99,5.09377171696858e-97
"TFF1__chr21","TFF1__chr21",25.6606741253847,7.83695769776899e-05,0.000774191461434597
"FCN3__chr1","FCN3__chr1",24.8268879701163,1.15000748486789e-08,1.58865800066033e-07
"VCAN__chr5","VCAN__chr5",24.8138060501869,2.35181039226714e-90,2.03873911894791e-88
"DLK1__chr14","DLK1__chr14",24.8078406890642,7.81056774904593e-169,1.41927028193721e-166
"ACP5__chr19","ACP5__chr19",24.5863641584279,4.23928124885457e-13,7.54368522041937e-12
"RGCC__chr13","RGCC__chr13",24.3647494548805,7.2805068464788e-17,1.5441865138581e-15
"ESAM__chr11","ESAM__chr11",24.1651649359119,9.9202212071379e-33,3.42728227372015e-31
"IGSF6__chr16","IGSF6__chr16",23.6511308206862,1.1914241021299e-13,2.18809841419348e-12
"KRT19__chr17","KRT19__chr17",23.5992068286658,4.31657835031127e-198,8.86681496349809e-196
"POSTN__chr13","POSTN__chr13",23.5279655442232,5.00896329890824e-12,8.39178975379148e-11
"COL5A2__chr2","COL5A2__chr2",23.4363163727988,1.05324897268693e-135,1.47439252487686e-133
"VSIG4__chrX","VSIG4__chrX",23.3650903482972,1.41299310527178e-09,2.06198793076649e-08
"CCL4__chr17","CCL4__chr17",23.2999884440112,8.1452592818018e-05,0.000803807362441203
"IGFBP4__chr17","IGFBP4__chr17",23.0265267076888,5.6931825557755e-105,5.57459916782619e-103
"CXCL2__chr4","CXCL2__chr4",22.7921430430535,6.96263397717443e-192,1.37062350938169e-189
"CXCL5__chr4","CXCL5__chr4",22.4973591854043,5.08330669011324e-05,0.000514538456506481
"PCSK1__chr5","PCSK1__chr5",22.0883961100449,0,0
"CYGB__chr17","CYGB__chr17",21.953249557219,2.74405054413297e-60,1.63586962722476e-58
"LAPTM5__chr1","LAPTM5__chr1",21.8597776730569,8.9344243229481e-25,2.47933554853265e-23
"NGFR__chr17","NGFR__chr17",21.664381876997,7.9456071206158e-06,8.79133977549165e-05
"SERPINB7__chr18","SERPINB7__chr18",21.5861626995786,0.000364299565989557,0.00333230067670409
"UGT2B15__chr4","UGT2B15__chr4",21.1484593602956,4.36250767953134e-162,7.29581151573303e-160
"CGA__chr6","CGA__chr6",21.1320788514418,0.0327104169639583,0.214729293487031
"COL6A2__chr21","COL6A2__chr21",21.0899720945885,4.6155797315288e-86,3.89398329314425e-84
"PLAT__chr8","PLAT__chr8",21.0774751068778,8.10531031776842e-09,1.13127145040759e-07
"CARTPT__chr5","CARTPT__chr5",21.0743282761346,0.000198667962956416,0.00188003363242381
"ADH1C__chr4","ADH1C__chr4",21.0683012144416,4.41331985169905e-71,3.02184487526843e-69
"SPON2__chr4","SPON2__chr4",20.9269861136883,5.12170339808702e-38,1.987473322732e-36
"CTRC__chr1","CTRC__chr1",20.9007650248786,2.39351075210332e-117,2.70853689779931e-115
"SLC51B__chr15","SLC51B__chr15",20.8870003872169,0.00123541811891686,0.0104930029713666
"CD52__chr1","CD52__chr1",20.8794373139656,0.000304571109743797,0.00281456470999426
"RUNX3__chr1","RUNX3__chr1",20.7690606580408,9.175998503402e-21,2.24621787198563e-19
"LYZ__chr12","LYZ__chr12",20.7450164405415,7.43033296507179e-106,7.35175038606947e-104
"ANXA4__chr2","ANXA4__chr2",20.4711228115468,0,0
"IFITM3__chr11","IFITM3__chr11",20.408597626742,0,0
"SPARCL1__chr4","SPARCL1__chr4",20.3374943279294,0.00439370209297229,0.0345967425637459
"EXOC3L2__chr19","EXOC3L2__chr19",20.2053475999655,4.36739376058251e-20,1.04474692768972e-18
"DKK3__chr11","DKK3__chr11",19.9867894256847,4.46576632545113e-29,1.41363571220059e-27
"MKI67__chr10","MKI67__chr10",19.874081895902,3.89210869919701e-12,6.57898660084303e-11
"CTGF__chr6","CTGF__chr6",19.8343083443853,8.25616303022201e-51,4.13859334071978e-49
"THBS2__chr6","THBS2__chr6",19.7998429545512,1.57761690209573e-81,1.24224184232521e-79
"CD44__chr11","CD44__chr11",19.7666430468272,0,0
"SOX4__chr6","SOX4__chr6",19.712734247885,0,0
"IL33__chr9","IL33__chr9",19.5993408774146,0.00968516843468877,0.0719741695158271
"THBS1__chr15","THBS1__chr15",19.5786690177068,1.03777380665504e-36,3.8835345342905e-35
"CD74__chr5","CD74__chr5",19.2552749885261,8.85991303899648e-66,5.65657556118093e-64
"LAMA4__chr6","LAMA4__chr6",19.1963387989208,5.78458544507809e-100,5.43866147965601e-98
"LCP1__chr13","LCP1__chr13",19.1887738751282,8.08842851786284e-21,1.98255670727071e-19
"CELA3B__chr1","CELA3B__chr1",19.0580461828659,2.11015064622407e-33,7.38474572450787e-32
"AKR1B10__chr7","AKR1B10__chr7",18.9606886254552,2.05745064629836e-64,1.29175090743343e-62
"TM4SF4__chr3","TM4SF4__chr3",18.8162914343844,0,0
"SLC4A4__chr4","SLC4A4__chr4",18.6762694245729,2.63657028706048e-293,1.13240693829248e-290
"TSPAN11__chr12","TSPAN11__chr12",18.6550130581222,9.47995520953742e-05,0.00092776899818663
"APCS__chr1","APCS__chr1",18.4821795257396,3.72487329047495e-46,1.70855959814067e-44
"ZFP36L1__chr14","ZFP36L1__chr14",18.2386538100278,0,0
"COL6A1__chr21","COL6A1__chr21",18.206523362912,1.05262494285304e-86,8.92040635427653e-85
"GP2__chr16","GP2__chr16",18.1800931791701,6.34954194648819e-39,2.49467034729176e-37
"CSF1R__chr5","CSF1R__chr5",18.0745901982975,6.62195137945505e-13,1.16410825273434e-11
"CALCRL__chr2","CALCRL__chr2",18.0251552242429,2.83783229122182e-23,7.55343023091689e-22
"NKX2.3__chr10","NKX2.3__chr10",17.996985480611,1.80601113819631e-15,3.6116400518131e-14
"CD22__chr19","CD22__chr19",17.9393026174839,0.000219046095030058,0.00206049432746542
"CDH19__chr18","CDH19__chr18",17.8921792830933,1.87037218416167e-06,2.17515652530998e-05
"DCN__chr12","DCN__chr12",17.7771890554382,1.03774275948858e-26,3.08353186616592e-25
"TOP2A__chr17","TOP2A__chr17",17.7140976971036,9.20656168581938e-10,1.35714198704068e-08
"ISLR__chr15","ISLR__chr15",17.6904443259505,1.2859454114509e-26,3.79123188542887e-25
"CHGB__chr20","CHGB__chr20",17.6603508206251,2.51129998269077e-217,5.93231838411128e-215
"ALOX5AP__chr13","ALOX5AP__chr13",17.6210704200574,7.97366118231938e-12,1.31259798800933e-10
"HLA.DQA1__chr6","HLA.DQA1__chr6",17.3409658494419,0.000585025309548098,0.00521544070692281
"PMEPA1__chr20","PMEPA1__chr20",17.251064400483,1.19542701735766e-243,3.47556611908078e-241
"NPTX2__chr7","NPTX2__chr7",17.0257431592037,1.83942437266376e-245,5.51768917374599e-243
"MSR1__chr8","MSR1__chr8",16.8350949521555,4.45323181439604e-08,5.897489476416e-07
"MAFA__chr8","MAFA__chr8",16.6844611582853,0,0
"STC1__chr8","STC1__chr8",16.649064273437,5.74126617305903e-18,1.27946283182157e-16
"IL7R__chr5","IL7R__chr5",16.5535207490416,0.00059414162338308,0.00528132097774856
"FGA__chr4","FGA__chr4",16.5333508095218,2.56040027359709e-05,0.000267772243333911
"MPEG1__chr11","MPEG1__chr11",16.5236477027643,2.04980597326519e-09,2.97064672413846e-08
"TM4SF1__chr3","TM4SF1__chr3",16.4860940268627,0,0
"FCER1G__chr1","FCER1G__chr1",16.4656651085991,8.93631635832104e-13,1.56224335374238e-11
"INHBA__chr7","INHBA__chr7",16.3553908510822,3.18809654437698e-44,1.40439740083068e-42
"CYP1B1__chr2","CYP1B1__chr2",16.3521230402916,3.15859759497351e-44,1.39465367639742e-42
"GABRP__chr5","GABRP__chr5",16.3092627956169,0.00068302820984685,0.00604018114631997
"CASQ1__chr1","CASQ1__chr1",15.9841804012403,0.0940689357170056,0.534008635379986
"ITGB2__chr21","ITGB2__chr21",15.9746116593578,3.41004565710338e-11,5.456650535812e-10
"LTBP2__chr14","LTBP2__chr14",15.952113490405,1.22554582822869e-84,9.94007084200249e-83
"CD163L1__chr12","CD163L1__chr12",15.7138024510804,0.0488770993781127,0.305752871250438
"IGFBP5__chr2","IGFBP5__chr2",15.6787409870688,7.7879862677322e-26,2.24355738548176e-24
"CLDN2__chrX","CLDN2__chrX",15.6563632513117,1.68368952898067e-66,1.1009814781549e-64
"DEFB1__chr8","DEFB1__chr8",15.6419603804836,3.49453049815457e-152,5.45782126893596e-150
"CRYAB__chr11","CRYAB__chr11",15.6018331781512,1.84153726897552e-22,4.76078950876873e-21
"KIT__chr4","KIT__chr4",15.5822669262007,1.34948343103232e-07,1.72664440620506e-06
"ROBO4__chr11","ROBO4__chr11",15.4697793398806,6.846826788333e-15,1.32981842390459e-13
"VIM__chr10","VIM__chr10",15.440216225251,8.12104063813866e-247,2.47534558031523e-244
"BCAT1__chr12","BCAT1__chr12",15.3979349267646,5.57902101567796e-286,2.29200737291917e-283
"LILRB2__chr19","LILRB2__chr19",15.3227333613025,4.86653023092471e-06,5.47426716095329e-05
"TPSB2__chr16","TPSB2__chr16",15.2035693826579,0.00328312559225568,0.026323507612409
"LGALS4__chr19","LGALS4__chr19",15.0967749064789,3.66246407920889e-80,2.79085670035845e-78
"FGF19__chr11","FGF19__chr11",15.0602718367399,4.94561688634738e-12,8.29301401226200e-11
"LGALS1__chr22","LGALS1__chr22",15.053780620502,4.20593485106594e-109,4.2964192873213e-107
"LIF__chr22","LIF__chr22",14.9879704764364,8.51838775112641e-19,1.96557376948458e-17
"FGL2__chr7","FGL2__chr7",14.9574904007298,7.1621615834552e-09,1.00557600003073e-07
"MGST1__chr12","MGST1__chr12",14.8830884866314,0,0
"SERPINA5__chr14","SERPINA5__chr14",14.8234453235253,1.91712891386826e-169,3.51746623439635e-167
"SERPINA1__chr14","SERPINA1__chr14",14.8204465797676,1.1390662802654e-144,1.73597375519802e-142
"G6PC2__chr2","G6PC2__chr2",14.7954712340345,0,0
"TFPI2__chr7","TFPI2__chr7",14.7783081630883,1.71144020676818e-59,1.00443469029519e-57
"PAPPA__chr9","PAPPA__chr9",14.7218864223797,1.84760364565528e-16,3.85386464631274e-15
"CD300A__chr17","CD300A__chr17",14.6505347711591,2.60894096272371e-11,4.1996393793486e-10
"LILRB5__chr19","LILRB5__chr19",14.5689252500913,1.74686410974086e-05,0.000186404505623279
"RNASE1__chr14","RNASE1__chr14",14.5665933336248,2.52591718856406e-59,1.47329577251493e-57
"GC__chr4","GC__chr4",14.5278755175039,0,0
"CLDN1__chr3","CLDN1__chr3",14.3180715608064,8.11712103884438e-210,1.84816088424194e-207
"WNT5A__chr3","WNT5A__chr3",14.2860611830429,5.26108236046138e-64,3.27052415947366e-62
"CYBB__chrX","CYBB__chrX",14.2415661841344,4.74164417761225e-07,5.79234593849491e-06
"ANKRD1__chr10","ANKRD1__chr10",14.2192697044462,6.39746244916171e-14,1.19465657474563e-12
"KRT17__chr17","KRT17__chr17",14.166628754726,4.03572510549341e-11,6.43061830047339e-10
"PI15__chr8","PI15__chr8",14.1642898115404,0.09473439150814,0.536353653169431
"CD53__chr1","CD53__chr1",14.1464326601728,8.45033777985181e-15,1.63453923606591e-13
"SPRR2A__chr1","SPRR2A__chr1",13.9798177592107,0.00408019322768926,0.0322490554650237
"HTRA1__chr10","HTRA1__chr10",13.9295859157445,2.71846640540456e-73,1.89570399001237e-71
"GREM1__chr15","GREM1__chr15",13.9059427726742,1.82613223444927e-39,7.25005188374418e-38
"PIGR__chr1","PIGR__chr1",13.8697207435066,6.08663009800612e-46,2.77838491768405e-44
"SLA__chr8","SLA__chr8",13.7247314923789,4.72161374323238e-05,0.000480242500105519
"CHI3L1__chr1","CHI3L1__chr1",13.5360125792947,2.03571464167349e-27,6.20498956424931e-26
"C3__chr19","C3__chr19",13.4934326452814,2.93519865555443e-117,3.30174905908736e-115
"SCG2__chr2","SCG2__chr2",13.4528702304069,5.71890251478207e-239,1.56631622788915e-236
"ACVRL1__chr12","ACVRL1__chr12",13.4117251569526,5.10818147657186e-19,1.18157176920753e-17
"UBD__chr6","UBD__chr6",13.389701602773,3.14605846181771e-109,3.23120721801255e-107
"VGF__chr7","VGF__chr7",13.3860506230064,7.66921261091093e-205,1.70509152848229e-202
"MUC16__chr19","MUC16__chr19",13.358775593806,0.00937186448722134,0.0698656785323506
"LOXL2__chr8","LOXL2__chr8",13.2956876436141,1.24703386820898e-75,9.02928967103959e-74
"LOXL4__chr10","LOXL4__chr10",13.2893182377134,0,0
"PCK1__chr20","PCK1__chr20",13.2273898046846,1.44060391048189e-17,3.15829845710984e-16
"FPR3__chr19","FPR3__chr19",13.1941818371794,5.90419491971294e-06,6.59051834570201e-05
"TCN1__chr11","TCN1__chr11",13.1384983380347,1.56752999014982e-31,5.29931695059951e-30
"CXCR4__chr2","CXCR4__chr2",13.0540683161289,1.4833544003997e-08,2.03872228790935e-07
"ITGB7__chr12","ITGB7__chr12",12.9524895733655,1.15870778040669e-06,1.36943462377271e-05
"MS4A7__chr11","MS4A7__chr11",12.9270392466891,7.85899904184057e-12,1.29485060063385e-10
"ONECUT2__chr18","ONECUT2__chr18",12.923647922602,4.24400764555204e-153,6.73976945257499e-151
"CALD1__chr7","CALD1__chr7",12.9215048152634,3.09842892429648e-130,4.01055546653116e-128
"ANPEP__chr15","ANPEP__chr15",12.8750953608764,5.37772622416233e-217,1.25467000227432e-214
"SLC30A8__chr8","SLC30A8__chr8",12.8729047383862,0,0
"IL24__chr1","IL24__chr1",12.8545220570415,0.00823486009174859,0.0618530946001053
"HDC__chr15","HDC__chr15",12.8004718637368,0.0279647084913546,0.186807020526553
"CD69__chr12","CD69__chr12",12.7897150929808,0.0160558982361892,0.113642084220039
"TNFAIP2__chr14","TNFAIP2__chr14",12.5991409550979,9.99533629619623e-19,2.29795456600385e-17
"TIE1__chr1","TIE1__chr1",12.5923246621133,1.39485112786158e-16,2.91914691188574e-15
"LCN2__chr9","LCN2__chr9",12.5812290024386,6.34856437592689e-138,9.3730601231458e-136
"ID1__chr20","ID1__chr20",12.530860369496,4.21453980583425e-292,1.76991940557013e-289
"C11orf96__chr11","C11orf96__chr11",12.491309563715,2.27976149678132e-46,1.05080323819935e-44
"ITGAX__chr16","ITGAX__chr16",12.4899462848271,0.00660088490696718,0.0505853702237898
"APCDD1__chr18","APCDD1__chr18",12.4490942134209,3.89640766821501e-64,2.43017531729133e-62
"CCL8__chr17","CCL8__chr17",12.368547124358,2.97119570679124e-08,3.97942285378745e-07
"HLA.DRA__chr6","HLA.DRA__chr6",12.3489331605205,2.05450339322534e-19,4.8111530514464e-18
"MS4A6A__chr11","MS4A6A__chr11",12.3138058097993,0.000101237715253421,0.000986180589102656
"PNLIPRP1__chr10","PNLIPRP1__chr10",12.3059158689585,1.16591134323377e-84,9.49715196742752e-83
"CD24__chrY","CD24__chrY",12.2567309520503,4.14070910851898e-197,8.41409900352599e-195
"HSD17B2__chr16","HSD17B2__chr16",12.1416960933812,9.05876508827878e-66,5.76405867468998e-64
"ERG__chr21","ERG__chr21",12.14104366717,5.08526008172389e-16,1.04344457138347e-14
"EMP1__chr12","EMP1__chr12",12.0792657143217,1.38289385146176e-50,6.87734947498007e-49
"SERPING1__chr11","SERPING1__chr11",12.0132449192704,2.96307595407936e-195,5.95704355108423e-193
"KRT23__chr17","KRT23__chr17",11.9772444529557,3.2812700215434e-58,1.85102808558589e-56
"MUC1__chr1","MUC1__chr1",11.9555575198284,4.67589482909214e-201,9.81834005335369e-199
"NID1__chr1","NID1__chr1",11.9260640213734,7.04776180945398e-75,5.0450228286008e-73
"PAEP__chr9","PAEP__chr9",11.8959165724282,0.0241475498915655,0.16350426293472
"SNAI2__chr8","SNAI2__chr8",11.8624097962558,4.47309936189004e-58,2.51585213514875e-56
"PRDM1__chr6","PRDM1__chr6",11.8471011455912,4.03597995802432e-26,1.17522263862471e-24
"CLEC14A__chr14","CLEC14A__chr14",11.8365141566024,3.49370349107202e-14,6.61563212167124e-13
"ANXA1__chr9","ANXA1__chr9",11.6035676758527,3.15133834311587e-66,2.03255945420491e-64
"COL12A1__chr6","COL12A1__chr6",11.5963845812201,1.62704189801779e-49,7.96576108516587e-48
"PLAU__chr10","PLAU__chr10",11.5756969905273,1.77075561780968e-10,2.73173385023407e-09
"EMCN__chr4","EMCN__chr4",11.5282323032453,5.5229169700453e-15,1.07822401756112e-13
"OLFML2A__chr9","OLFML2A__chr9",11.3572177165066,1.67906677047433e-07,2.13318322130803e-06
"MRC2__chr17","MRC2__chr17",11.2722367147879,1.7980921937672e-76,1.3221924621717e-74
"ANXA2__chr15","ANXA2__chr15",11.2400612880689,2.36505386252544e-207,5.32080808261973e-205
"MUC5B__chr11","MUC5B__chr11",11.2363838368576,0.000256155384092484,0.00238581786524384
"CDH11__chr16","CDH11__chr16",11.1894037595926,1.97301669704487e-72,1.36579009306791e-70
"MYCT1__chr6","MYCT1__chr6",11.1369067412497,8.42778642672375e-14,1.56760145563214e-12
"TNFAIP6__chr2","TNFAIP6__chr2",11.1166983025467,3.75891035568455e-44,1.64816445247625e-42
